LDNA (nm)	j (index)	j stdev	Force (pN)	fstdev
3.500000E+2	3.467132E+2	3.628874E+0	1.530979E+1	6.343918E-1
3.510000E+2	3.479929E+2	4.721560E+0	1.527658E+1	8.199670E-1
3.520000E+2	3.500823E+2	5.931002E+0	1.510146E+1	1.022031E+0
3.530000E+2	3.530645E+2	6.792984E+0	1.476938E+1	1.156025E+0
3.540000E+2	3.564509E+2	6.891875E+0	1.436727E+1	1.146567E+0
3.550000E+2	3.595114E+2	6.411646E+0	1.402471E+1	1.029433E+0
3.560000E+2	3.619670E+2	5.834724E+0	1.378978E+1	8.997372E-1
3.570000E+2	3.639331E+2	5.360940E+0	1.363937E+1	8.009738E-1
3.580000E+2	3.655594E+2	4.954024E+0	1.354421E+1	7.263864E-1
3.590000E+2	3.669247E+2	4.565366E+0	1.348881E+1	6.627125E-1
3.600000E+2	3.680701E+2	4.188634E+0	1.346562E+1	6.050253E-1
3.610000E+2	3.690289E+2	3.833176E+0	1.346941E+1	5.529661E-1
3.620000E+2	3.698319E+2	3.505603E+0	1.349567E+1	5.066267E-1
3.630000E+2	3.705067E+2	3.209308E+0	1.354057E+1	4.657435E-1
3.640000E+2	3.710775E+2	2.948645E+0	1.360091E+1	4.302423E-1
3.650000E+2	3.715659E+2	2.730647E+0	1.367392E+1	4.006107E-1
3.660000E+2	3.719926E+2	2.564696E+0	1.375694E+1	3.778853E-1
3.670000E+2	3.723783E+2	2.462502E+0	1.384732E+1	3.635772E-1
3.680000E+2	3.727447E+2	2.439420E+0	1.394213E+1	3.597855E-1
3.690000E+2	3.731175E+2	2.516003E+0	1.403784E+1	3.694592E-1
3.700000E+2	3.735303E+2	2.716754E+0	1.412965E+1	3.964243E-1
3.710000E+2	3.740309E+2	3.062491E+0	1.421057E+1	4.445268E-1
3.720000E+2	3.746868E+2	3.554000E+0	1.427040E+1	5.152681E-1
3.730000E+2	3.755819E+2	4.146574E+0	1.429594E+1	6.037271E-1
3.740000E+2	3.767866E+2	4.722539E+0	1.427505E+1	6.938365E-1
3.750000E+2	3.782906E+2	5.094031E+0	1.420665E+1	7.578039E-1
3.760000E+2	3.799394E+2	5.084872E+0	1.411137E+1	7.674649E-1
3.770000E+2	3.814763E+2	4.661790E+0	1.402699E+1	7.144619E-1
3.780000E+2	3.826971E+2	3.967571E+0	1.398602E+1	6.173507E-1
3.790000E+2	3.835504E+2	3.206787E+0	1.399910E+1	5.060151E-1
3.800000E+2	3.841008E+2	2.526654E+0	1.405886E+1	4.034334E-1
3.810000E+2	3.844450E+2	1.989036E+0	1.415202E+1	3.203534E-1
3.820000E+2	3.846635E+2	1.598116E+0	1.426697E+1	2.587236E-1
3.830000E+2	3.848098E+2	1.331941E+0	1.439575E+1	2.161822E-1
3.840000E+2	3.849161E+2	1.162058E+0	1.453351E+1	1.889403E-1
3.850000E+2	3.850011E+2	1.064628E+0	1.467739E+1	1.734146E-1
3.860000E+2	3.850763E+2	1.029545E+0	1.482568E+1	1.674884E-1
3.870000E+2	3.851511E+2	1.077081E+0	1.497700E+1	1.725110E-1
3.880000E+2	3.852411E+2	1.297823E+0	1.512921E+1	1.984046E-1
3.890000E+2	3.853924E+2	1.914749E+0	1.527608E+1	2.742386E-1
3.900000E+2	3.857741E+2	3.334179E+0	1.539449E+1	4.593325E-1
3.910000E+2	3.870175E+2	6.150053E+0	1.539703E+1	8.426663E-1
3.920000E+2	3.909792E+2	1.038385E+1	1.502063E+1	1.437828E+0
3.930000E+2	3.992629E+2	1.255434E+1	1.401885E+1	1.765492E+0
3.940000E+2	4.068307E+2	9.286663E+0	1.307912E+1	1.325724E+0
3.950000E+2	4.099308E+2	5.097569E+0	1.275328E+1	7.324958E-1
3.960000E+2	4.108008E+2	2.715668E+0	1.274411E+1	3.792086E-1
3.970000E+2	4.110640E+2	1.796571E+0	1.282433E+1	2.264066E-1
3.980000E+2	4.111999E+2	1.634932E+0	1.292542E+1	1.867336E-1
3.990000E+2	4.113276E+2	1.756897E+0	1.303028E+1	1.950301E-1
4.000000E+2	4.114838E+2	1.994641E+0	1.313390E+1	2.215147E-1
4.010000E+2	4.116920E+2	2.320513E+0	1.323331E+1	2.594225E-1
4.020000E+2	4.119817E+2	2.743782E+0	1.332497E+1	3.091443E-1
4.030000E+2	4.123956E+2	3.279192E+0	1.340365E+1	3.725065E-1
4.040000E+2	4.129958E+2	3.930711E+0	1.346172E+1	4.504007E-1
4.050000E+2	4.138618E+2	4.670527E+0	1.348914E+1	5.401813E-1
4.060000E+2	4.150701E+2	5.412231E+0	1.347564E+1	6.322728E-1
4.070000E+2	4.166436E+2	5.998311E+0	1.341680E+1	7.082073E-1
4.080000E+2	4.184842E+2	6.243514E+0	1.332249E+1	7.451923E-1
4.090000E+2	4.203634E+2	6.044578E+0	1.321896E+1	7.291122E-1
4.100000E+2	4.220274E+2	5.465468E+0	1.313708E+1	6.656020E-1
4.110000E+2	4.233312E+2	4.694943E+0	1.309599E+1	5.761124E-1
4.120000E+2	4.242719E+2	3.927381E+0	1.309789E+1	4.839040E-1
4.130000E+2	4.249288E+2	3.289617E+0	1.313458E+1	4.047242E-1
4.140000E+2	4.253980E+2	2.841537E+0	1.319532E+1	3.462897E-1
4.150000E+2	4.257610E+2	2.606259E+0	1.327067E+1	3.117093E-1
4.160000E+2	4.260825E+2	2.594866E+0	1.335309E+1	3.025971E-1
4.170000E+2	4.264206E+2	2.817611E+0	1.343583E+1	3.206030E-1
4.180000E+2	4.268418E+2	3.286061E+0	1.351127E+1	3.676643E-1
4.190000E+2	4.274380E+2	4.006081E+0	1.356877E+1	4.451847E-1
4.200000E+2	4.283410E+2	4.950887E+0	1.359288E+1	5.511022E-1
4.210000E+2	4.297096E+2	6.004996E+0	1.356424E+1	6.734799E-1
4.220000E+2	4.316468E+2	6.905565E+0	1.346867E+1	7.831264E-1
4.230000E+2	4.340372E+2	7.288109E+0	1.331617E+1	8.374339E-1
4.240000E+2	4.364768E+2	6.926802E+0	1.315101E+1	8.072557E-1
4.250000E+2	4.385049E+2	5.953846E+0	1.302712E+1	7.039616E-1
4.260000E+2	4.399155E+2	4.737190E+0	1.297136E+1	5.680776E-1
4.270000E+2	4.407796E+2	3.592175E+0	1.297847E+1	4.364461E-1
4.280000E+2	4.412717E+2	2.664530E+0	1.302998E+1	3.273373E-1
4.290000E+2	4.415446E+2	1.976049E+0	1.310884E+1	2.446214E-1
4.300000E+2	4.416978E+2	1.494689E+0	1.320365E+1	1.855539E-1
4.310000E+2	4.417884E+2	1.174947E+0	1.330776E+1	1.455102E-1
4.320000E+2	4.418467E+2	9.732968E-1	1.341756E+1	1.198670E-1
4.330000E+2	4.418887E+2	8.528441E-1	1.353119E+1	1.045411E-1
4.340000E+2	4.419225E+2	7.853139E-1	1.364767E+1	9.620200E-2
4.350000E+2	4.419525E+2	7.519412E-1	1.376652E+1	9.245495E-2
4.360000E+2	4.419809E+2	7.428794E-1	1.388746E+1	9.190109E-2
4.370000E+2	4.420098E+2	7.559471E-1	1.401031E+1	9.407055E-2
4.380000E+2	4.420408E+2	7.959658E-1	1.413490E+1	9.937428E-2
4.390000E+2	4.420768E+2	8.750699E-1	1.426093E+1	1.091786E-1
4.400000E+2	4.421225E+2	1.013433E+0	1.438785E+1	1.259819E-1
4.410000E+2	4.421873E+2	1.239712E+0	1.451453E+1	1.535880E-1
4.420000E+2	4.422894E+2	1.591355E+0	1.463870E+1	1.972164E-1
4.430000E+2	4.424654E+2	2.114787E+0	1.475566E+1	2.635376E-1
4.440000E+2	4.427867E+2	2.861378E+0	1.485607E+1	3.602047E-1
4.450000E+2	4.433846E+2	3.865796E+0	1.492228E+1	4.931491E-1
4.460000E+2	4.444674E+2	5.081388E+0	1.492553E+1	6.580284E-1
4.470000E+2	4.462572E+2	6.263898E+0	1.483326E+1	8.238934E-1
4.480000E+2	4.487463E+2	6.935030E+0	1.464171E+1	9.257327E-1
4.490000E+2	4.514545E+2	6.716329E+0	1.441184E+1	9.066324E-1
4.500000E+2	4.537304E+2	5.820402E+0	1.423332E+1	7.859584E-1
4.510000E+2	4.553447E+2	4.920485E+0	1.414319E+1	6.472411E-1
4.520000E+2	4.565241E+2	4.589586E+0	1.411633E+1	5.686676E-1
4.530000E+2	4.576340E+2	4.952329E+0	1.410677E+1	5.810010E-1
4.540000E+2	4.589940E+2	5.739249E+0	1.407308E+1	6.598125E-1
4.550000E+2	4.608020E+2	6.559509E+0	1.398820E+1	7.543901E-1
4.560000E+2	4.630386E+2	7.035416E+0	1.385084E+1	8.141776E-1
4.570000E+2	4.654230E+2	6.940753E+0	1.369176E+1	8.075222E-1
4.580000E+2	4.675782E+2	6.349932E+0	1.355541E+1	7.394353E-1
4.590000E+2	4.692910E+2	5.558032E+0	1.346868E+1	6.435461E-1
4.600000E+2	4.705749E+2	4.836288E+0	1.343177E+1	5.535527E-1
4.610000E+2	4.715496E+2	4.296911E+0	1.343142E+1	4.856139E-1
4.620000E+2	4.723305E+2	3.923676E+0	1.345417E+1	4.396941E-1
4.630000E+2	4.729922E+2	3.658433E+0	1.349110E+1	4.088638E-1
4.640000E+2	4.735755E+2	3.458407E+0	1.353736E+1	3.868386E-1
4.650000E+2	4.741042E+2	3.311097E+0	1.359028E+1	3.707871E-1
4.660000E+2	4.745969E+2	3.227140E+0	1.364790E+1	3.610255E-1
4.670000E+2	4.750751E+2	3.227452E+0	1.370801E+1	3.596755E-1
4.680000E+2	4.755660E+2	3.330768E+0	1.376777E+1	3.691978E-1
4.690000E+2	4.761027E+2	3.544322E+0	1.382349E+1	3.911001E-1
4.700000E+2	4.767241E+2	3.859522E+0	1.387073E+1	4.250794E-1
4.710000E+2	4.774714E+2	4.251891E+0	1.390459E+1	4.687186E-1
4.720000E+2	4.783824E+2	4.682917E+0	1.392043E+1	5.175852E-1
4.730000E+2	4.794811E+2	5.103986E+0	1.391503E+1	5.656908E-1
4.740000E+2	4.807676E+2	5.465373E+0	1.388797E+1	6.066038E-1
4.750000E+2	4.822122E+2	5.730636E+0	1.384241E+1	6.353227E-1
4.760000E+2	4.837628E+2	5.888810E+0	1.378432E+1	6.500786E-1
4.770000E+2	4.853618E+2	5.952759E+0	1.372054E+1	6.525669E-1
4.780000E+2	4.869605E+2	5.942210E+0	1.365682E+1	6.460738E-1
4.790000E+2	4.885220E+2	5.866292E+0	1.359727E+1	6.330014E-1
4.800000E+2	4.900154E+2	5.721315E+0	1.354509E+1	6.139215E-1
4.810000E+2	4.914103E+2	5.502519E+0	1.350321E+1	5.885637E-1
4.820000E+2	4.926797E+2	5.215685E+0	1.347431E+1	5.572850E-1
4.830000E+2	4.938055E+2	4.878815E+0	1.346027E+1	5.216154E-1
4.840000E+2	4.947817E+2	4.515602E+0	1.346177E+1	4.837730E-1
4.850000E+2	4.956145E+2	4.148103E+0	1.347833E+1	4.458865E-1
4.860000E+2	4.963173E+2	3.793677E+0	1.350874E+1	4.095780E-1
4.870000E+2	4.969075E+2	3.466650E+0	1.355135E+1	3.760542E-1
4.880000E+2	4.974047E+2	3.182735E+0	1.360436E+1	3.465397E-1
4.890000E+2	4.978299E+2	2.964378E+0	1.366578E+1	3.228532E-1
4.900000E+2	4.982073E+2	2.845512E+0	1.373333E+1	3.080017E-1
4.910000E+2	4.985672E+2	2.872395E+0	1.380404E+1	3.065625E-1
4.920000E+2	4.989509E+2	3.095365E+0	1.387381E+1	3.242798E-1
4.930000E+2	4.994182E+2	3.552028E+0	1.393648E+1	3.663990E-1
4.940000E+2	5.000565E+2	4.250759E+0	1.398286E+1	4.353202E-1
4.950000E+2	5.009859E+2	5.152604E+0	1.399997E+1	5.281318E-1
4.960000E+2	5.023408E+2	6.138436E+0	1.397276E+1	6.330903E-1
4.970000E+2	5.041979E+2	6.978269E+0	1.389137E+1	7.262039E-1
4.980000E+2	5.064587E+2	7.377665E+0	1.376400E+1	7.755076E-1
4.990000E+2	5.088046E+2	7.152773E+0	1.362285E+1	7.592865E-1
5.000000E+2	5.108574E+2	6.390421E+0	1.350832E+1	6.840809E-1
5.010000E+2	5.124112E+2	5.381189E+0	1.344410E+1	5.791809E-1
5.020000E+2	5.134833E+2	4.412082E+0	1.343035E+1	4.750162E-1
5.030000E+2	5.142030E+2	3.651871E+0	1.345464E+1	3.902266E-1
5.040000E+2	5.147073E+2	3.163420E+0	1.350308E+1	3.322704E-1
5.050000E+2	5.151023E+2	2.952872E+0	1.356467E+1	3.025179E-1
5.060000E+2	5.154658E+2	3.002799E+0	1.363133E+1	2.998871E-1
5.070000E+2	5.158625E+2	3.287437E+0	1.369641E+1	3.223646E-1
5.080000E+2	5.163578E+2	3.778242E+0	1.375318E+1	3.674485E-1
5.090000E+2	5.170281E+2	4.438400E+0	1.379373E+1	4.316983E-1
5.100000E+2	5.179591E+2	5.204641E+0	1.380895E+1	5.090287E-1
5.110000E+2	5.192244E+2	5.964681E+0	1.379051E+1	5.883168E-1
5.120000E+2	5.208373E+2	6.554106E+0	1.373570E+1	6.526874E-1
5.130000E+2	5.226994E+2	6.805376E+0	1.365314E+1	6.840227E-1
5.140000E+2	5.246050E+2	6.645047E+0	1.356298E+1	6.728267E-1
5.150000E+2	5.263370E+2	6.158779E+0	1.348780E+1	6.255983E-1
5.160000E+2	5.277769E+2	5.547997E+0	1.344098E+1	5.615113E-1
5.170000E+2	5.289322E+2	5.017501E+0	1.342316E+1	5.017233E-1
5.180000E+2	5.298865E+2	4.686479E+0	1.342674E+1	4.604357E-1
5.190000E+2	5.307373E+2	4.563496E+0	1.344207E+1	4.414075E-1
5.200000E+2	5.315605E+2	4.578767E+0	1.346122E+1	4.395261E-1
5.210000E+2	5.323979E+2	4.638446E+0	1.347946E+1	4.456040E-1
5.220000E+2	5.332573E+2	4.663022E+0	1.349539E+1	4.508842E-1
5.230000E+2	5.341197E+2	4.602858E+0	1.351043E+1	4.493200E-1
5.240000E+2	5.349515E+2	4.441080E+0	1.352767E+1	4.381840E-1
5.250000E+2	5.357183E+2	4.189751E+0	1.355058E+1	4.178061E-1
5.260000E+2	5.363961E+2	3.881116E+0	1.358184E+1	3.907699E-1
5.270000E+2	5.369767E+2	3.556631E+0	1.362267E+1	3.608527E-1
5.280000E+2	5.374666E+2	3.257278E+0	1.367283E+1	3.320594E-1
5.290000E+2	5.378826E+2	3.017105E+0	1.373099E+1	3.079583E-1
5.300000E+2	5.382469E+2	2.859577E+0	1.379518E+1	2.912935E-1
5.310000E+2	5.385829E+2	2.795800E+0	1.386317E+1	2.837441E-1
5.320000E+2	5.389136E+2	2.824777E+0	1.393268E+1	2.858073E-1
5.330000E+2	5.392608E+2	2.936248E+0	1.400146E+1	2.969069E-1
5.340000E+2	5.396450E+2	3.114924E+0	1.406732E+1	3.157265E-1
5.350000E+2	5.400853E+2	3.343853E+0	1.412812E+1	3.405715E-1
5.360000E+2	5.405992E+2	3.605881E+0	1.418184E+1	3.695794E-1
5.370000E+2	5.412015E+2	3.884071E+0	1.422670E+1	4.007922E-1
5.380000E+2	5.419024E+2	4.162804E+0	1.426134E+1	4.322475E-1
5.390000E+2	5.427073E+2	4.431497E+0	1.428498E+1	4.622852E-1
5.400000E+2	5.436173E+2	4.692957E+0	1.429742E+1	4.902513E-1
5.410000E+2	5.446361E+2	4.978899E+0	1.429844E+1	5.177822E-1
5.420000E+2	5.457862E+2	5.375176E+0	1.428642E+1	5.508631E-1
5.430000E+2	5.471432E+2	6.050499E+0	1.425520E+1	6.024322E-1
5.440000E+2	5.488990E+2	7.244641E+0	1.418856E+1	6.926007E-1
5.450000E+2	5.514446E+2	9.114491E+0	1.405300E+1	8.372022E-1
5.460000E+2	5.553383E+2	1.136757E+1	1.380042E+1	1.015164E+0
5.470000E+2	5.607883E+2	1.294092E+1	1.341274E+1	1.137612E+0
5.480000E+2	5.667968E+2	1.264407E+1	1.297574E+1	1.102312E+0
5.490000E+2	5.716877E+2	1.061897E+1	1.263398E+1	9.205113E-1
5.500000E+2	5.747881E+2	8.102356E+0	1.244590E+1	6.976251E-1
5.510000E+2	5.765090E+2	5.995885E+0	1.237660E+1	5.105805E-1
5.520000E+2	5.774469E+2	4.532046E+0	1.237504E+1	3.791848E-1
5.530000E+2	5.779948E+2	3.620593E+0	1.240755E+1	2.960549E-1
5.540000E+2	5.783575E+2	3.096272E+0	1.245656E+1	2.476710E-1
5.550000E+2	5.786333E+2	2.809785E+0	1.251365E+1	2.215600E-1
5.560000E+2	5.788679E+2	2.653885E+0	1.257487E+1	2.082787E-1
5.570000E+2	5.790822E+2	2.562675E+0	1.263840E+1	2.016677E-1
5.580000E+2	5.792858E+2	2.499856E+0	1.270341E+1	1.981634E-1
5.590000E+2	5.794825E+2	2.446781E+0	1.276958E+1	1.958635E-1
5.600000E+2	5.796732E+2	2.394379E+0	1.283681E+1	1.938042E-1
5.610000E+2	5.798582E+2	2.338565E+0	1.290510E+1	1.915218E-1
5.620000E+2	5.800366E+2	2.277822E+0	1.297453E+1	1.888139E-1
5.630000E+2	5.802078E+2	2.211969E+0	1.304519E+1	1.856159E-1
5.640000E+2	5.803710E+2	2.141519E+0	1.311715E+1	1.819371E-1
5.650000E+2	5.805259E+2	2.067346E+0	1.319050E+1	1.778270E-1
5.660000E+2	5.806721E+2	1.990501E+0	1.326531E+1	1.733573E-1
5.670000E+2	5.808091E+2	1.912109E+0	1.334163E+1	1.686121E-1
5.680000E+2	5.809373E+2	1.833317E+0	1.341951E+1	1.636821E-1
5.690000E+2	5.810566E+2	1.755270E+0	1.349896E+1	1.586623E-1
5.700000E+2	5.811675E+2	1.679119E+0	1.358001E+1	1.536517E-1
5.710000E+2	5.812704E+2	1.606063E+0	1.366265E+1	1.487564E-1
5.720000E+2	5.813660E+2	1.537431E+0	1.374687E+1	1.440960E-1
5.730000E+2	5.814549E+2	1.474815E+0	1.383264E+1	1.398148E-1
5.740000E+2	5.815381E+2	1.420288E+0	1.391992E+1	1.361008E-1
5.750000E+2	5.816167E+2	1.376736E+0	1.400864E+1	1.332152E-1
5.760000E+2	5.816920E+2	1.348330E+0	1.409871E+1	1.315375E-1
5.770000E+2	5.817659E+2	1.341178E+0	1.418999E+1	1.316304E-1
5.780000E+2	5.818410E+2	1.364096E+0	1.428226E+1	1.343245E-1
5.790000E+2	5.819211E+2	1.429382E+0	1.437518E+1	1.408151E-1
5.800000E+2	5.820123E+2	1.553398E+0	1.446819E+1	1.527505E-1
5.810000E+2	5.821241E+2	1.756969E+0	1.456034E+1	1.722966E-1
5.820000E+2	5.822729E+2	2.065940E+0	1.465005E+1	2.021904E-1
5.830000E+2	5.824861E+2	2.512120E+0	1.473457E+1	2.458020E-1
5.840000E+2	5.828111E+2	3.133547E+0	1.480912E+1	3.071233E-1
5.850000E+2	5.833278E+2	3.970133E+0	1.486555E+1	3.902984E-1
5.860000E+2	5.841658E+2	5.046329E+0	1.489059E+1	4.978192E-1
5.870000E+2	5.855097E+2	6.328685E+0	1.486518E+1	6.260825E-1
5.880000E+2	5.875574E+2	7.659311E+0	1.476871E+1	7.583293E-1
5.890000E+2	5.903801E+2	8.729913E+0	1.459346E+1	8.616279E-1
5.900000E+2	5.937516E+2	9.231325E+0	1.436250E+1	9.022542E-1
5.910000E+2	5.972064E+2	9.136561E+0	1.412420E+1	8.761163E-1
5.920000E+2	6.003674E+2	8.732737E+0	1.391798E+1	8.145589E-1
5.930000E+2	6.031357E+2	8.299803E+0	1.375390E+1	7.519959E-1
5.940000E+2	6.055675E+2	7.889930E+0	1.362475E+1	6.994866E-1
5.950000E+2	6.077067E+2	7.415978E+0	1.352364E+1	6.499082E-1
5.960000E+2	6.095435E+2	6.813539E+0	1.344928E+1	5.948979E-1
5.970000E+2	6.110538E+2	6.097801E+0	1.340279E+1	5.328893E-1
5.980000E+2	6.122396E+2	5.334715E+0	1.338388E+1	4.677049E-1
5.990000E+2	6.131369E+2	4.595650E+0	1.338972E+1	4.045679E-1
6.000000E+2	6.138008E+2	3.931353E+0	1.341589E+1	3.475206E-1
6.010000E+2	6.142888E+2	3.367078E+0	1.345772E+1	2.987226E-1
6.020000E+2	6.146508E+2	2.908286E+0	1.351110E+1	2.587669E-1
6.030000E+2	6.149251E+2	2.548343E+0	1.357281E+1	2.272456E-1
6.040000E+2	6.151400E+2	2.274652E+0	1.364049E+1	2.032247E-1
6.050000E+2	6.153150E+2	2.072757E+0	1.371249E+1	1.855684E-1
6.060000E+2	6.154638E+2	1.928967E+0	1.378763E+1	1.731515E-1
6.070000E+2	6.155958E+2	1.831957E+0	1.386512E+1	1.650020E-1
6.080000E+2	6.157177E+2	1.773661E+0	1.394437E+1	1.603936E-1
6.090000E+2	6.158347E+2	1.749622E+0	1.402494E+1	1.588986E-1
6.100000E+2	6.159513E+2	1.759006E+0	1.410644E+1	1.604106E-1
6.110000E+2	6.160721E+2	1.804374E+0	1.418847E+1	1.651457E-1
6.120000E+2	6.162026E+2	1.891279E+0	1.427054E+1	1.736270E-1
6.130000E+2	6.163497E+2	2.027616E+0	1.435199E+1	1.866438E-1
6.140000E+2	6.165234E+2	2.222659E+0	1.443191E+1	2.051779E-1
6.150000E+2	6.167374E+2	2.485691E+0	1.450896E+1	2.302798E-1
6.160000E+2	6.170111E+2	2.824021E+0	1.458125E+1	2.628756E-1
6.170000E+2	6.173709E+2	3.239905E+0	1.464616E+1	3.034593E-1
6.180000E+2	6.178503E+2	3.725723E+0	1.470026E+1	3.516065E-1
6.190000E+2	6.184871E+2	4.257225E+0	1.473956E+1	4.052774E-1
6.200000E+2	6.193152E+2	4.786551E+0	1.476029E+1	4.600541E-1
6.210000E+2	6.203472E+2	5.240433E+0	1.476052E+1	5.088282E-1
6.220000E+2	6.215554E+2	5.532084E+0	1.474225E+1	5.428065E-1
6.230000E+2	6.228607E+2	5.590827E+0	1.471266E+1	5.543433E-1
6.240000E+2	6.241496E+2	5.397885E+0	1.468281E+1	5.405561E-1
6.250000E+2	6.253148E+2	5.004745E+0	1.466368E+1	5.053051E-1
6.260000E+2	6.262954E+2	4.526669E+0	1.466213E+1	4.584002E-1
6.270000E+2	6.270958E+2	4.139971E+0	1.467888E+1	4.143755E-1
6.280000E+2	6.277887E+2	4.115842E+0	1.470817E+1	3.948140E-1
6.290000E+2	6.285375E+2	4.821701E+0	1.473622E+1	4.322366E-1
6.300000E+2	6.296776E+2	6.551379E+0	1.473446E+1	5.595136E-1
6.310000E+2	6.318629E+2	9.301889E+0	1.464682E+1	7.825479E-1
6.320000E+2	6.360210E+2	1.236899E+1	1.439186E+1	1.042923E+0
6.330000E+2	6.423146E+2	1.391326E+1	1.394955E+1	1.182909E+0
6.340000E+2	6.487533E+2	1.249304E+1	1.348390E+1	1.072819E+0
6.350000E+2	6.530900E+2	9.259196E+0	1.318909E+1	8.028299E-1
6.360000E+2	6.552463E+2	6.160610E+0	1.307806E+1	5.378722E-1
6.370000E+2	6.561686E+2	3.971034E+0	1.307320E+1	3.463181E-1
6.380000E+2	6.565554E+2	2.656518E+0	1.311550E+1	2.272349E-1
6.390000E+2	6.567372E+2	1.987676E+0	1.317657E+1	1.627185E-1
6.400000E+2	6.568478E+2	1.730844E+0	1.324479E+1	1.349909E-1
6.410000E+2	6.569385E+2	1.693062E+0	1.331563E+1	1.285422E-1
6.420000E+2	6.570298E+2	1.757647E+0	1.338730E+1	1.325704E-1
6.430000E+2	6.571313E+2	1.873630E+0	1.345898E+1	1.417516E-1
6.440000E+2	6.572491E+2	2.023277E+0	1.353013E+1	1.541028E-1
6.450000E+2	6.573889E+2	2.201388E+0	1.360028E+1	1.690375E-1
6.460000E+2	6.575569E+2	2.406457E+0	1.366890E+1	1.864269E-1
6.470000E+2	6.577606E+2	2.637160E+0	1.373535E+1	2.062188E-1
6.480000E+2	6.580081E+2	2.890717E+0	1.379887E+1	2.282641E-1
6.490000E+2	6.583083E+2	3.161789E+0	1.385866E+1	2.522080E-1
6.500000E+2	6.586704E+2	3.441607E+0	1.391384E+1	2.774012E-1
6.510000E+2	6.591015E+2	3.717418E+0	1.396365E+1	3.028342E-1
6.520000E+2	6.596056E+2	3.972677E+0	1.400757E+1	3.271262E-1
6.530000E+2	6.601808E+2	4.188544E+0	1.404553E+1	3.486186E-1
6.540000E+2	6.608182E+2	4.347261E+0	1.407810E+1	3.656220E-1
6.550000E+2	6.615014E+2	4.437670E+0	1.410651E+1	3.768415E-1
6.560000E+2	6.622095E+2	4.462841E+0	1.413248E+1	3.819705E-1
6.570000E+2	6.629235E+2	4.449727E+0	1.415772E+1	3.824285E-1
6.580000E+2	6.636353E+2	4.460948E+0	1.418323E+1	3.822658E-1
6.590000E+2	6.643611E+2	4.605657E+0	1.420813E+1	3.891804E-1
6.600000E+2	6.651584E+2	5.034167E+0	1.422834E+1	4.148412E-1
6.610000E+2	6.661498E+2	5.890962E+0	1.423458E+1	4.722335E-1
6.620000E+2	6.675483E+2	7.228059E+0	1.421024E+1	5.683968E-1
6.630000E+2	6.696508E+2	8.904069E+0	1.413159E+1	6.946272E-1
6.640000E+2	6.727078E+2	1.048549E+1	1.397765E+1	8.178182E-1
6.650000E+2	6.766094E+2	1.130218E+1	1.375489E+1	8.845975E-1
6.660000E+2	6.806846E+2	1.088927E+1	1.351432E+1	8.559482E-1
6.670000E+2	6.841051E+2	9.454783E+0	1.332131E+1	7.452742E-1
6.680000E+2	6.865074E+2	7.663187E+0	1.320624E+1	6.033858E-1
6.690000E+2	6.880326E+2	6.067113E+0	1.315969E+1	4.741913E-1
6.700000E+2	6.889865E+2	4.891598E+0	1.315844E+1	3.768589E-1
6.710000E+2	6.896194E+2	4.129018E+0	1.318301E+1	3.124380E-1
6.720000E+2	6.900847E+2	3.675129E+0	1.322132E+1	2.738242E-1
6.730000E+2	6.904648E+2	3.417151E+0	1.326680E+1	2.523046E-1
6.740000E+2	6.908018E+2	3.272451E+0	1.331610E+1	2.409174E-1
6.750000E+2	6.911168E+2	3.192488E+0	1.336751E+1	2.352971E-1
6.760000E+2	6.914216E+2	3.152522E+0	1.342013E+1	2.331223E-1
6.770000E+2	6.917229E+2	3.140865E+0	1.347343E+1	2.332851E-1
6.780000E+2	6.920260E+2	3.151765E+0	1.352700E+1	2.352714E-1
6.790000E+2	6.923351E+2	3.181515E+0	1.358052E+1	2.387983E-1
6.800000E+2	6.926537E+2	3.226588E+0	1.363371E+1	2.436283E-1
6.810000E+2	6.929851E+2	3.282902E+0	1.368628E+1	2.494863E-1
6.820000E+2	6.933315E+2	3.345680E+0	1.373804E+1	2.560340E-1
6.830000E+2	6.936946E+2	3.409640E+0	1.378883E+1	2.628755E-1
6.840000E+2	6.940746E+2	3.469337E+0	1.383857E+1	2.695808E-1
6.850000E+2	6.944707E+2	3.519620E+0	1.388729E+1	2.757204E-1
6.860000E+2	6.948807E+2	3.556125E+0	1.393511E+1	2.809052E-1
6.870000E+2	6.953015E+2	3.575751E+0	1.398227E+1	2.848297E-1
6.880000E+2	6.957289E+2	3.577067E+0	1.402904E+1	2.873093E-1
6.890000E+2	6.961586E+2	3.560568E+0	1.407579E+1	2.883098E-1
6.900000E+2	6.965864E+2	3.528723E+0	1.412286E+1	2.879598E-1
6.910000E+2	6.970089E+2	3.485784E+0	1.417054E+1	2.865457E-1
6.920000E+2	6.974238E+2	3.437365E+0	1.421906E+1	2.844856E-1
6.930000E+2	6.978302E+2	3.389839E+0	1.426852E+1	2.822874E-1
6.940000E+2	6.982289E+2	3.349631E+0	1.431891E+1	2.804934E-1
6.950000E+2	6.986219E+2	3.322484E+0	1.437007E+1	2.796205E-1
6.960000E+2	6.990129E+2	3.312821E+0	1.442176E+1	2.801012E-1
6.970000E+2	6.994060E+2	3.323265E+0	1.447361E+1	2.822342E-1
6.980000E+2	6.998062E+2	3.354382E+0	1.452521E+1	2.861510E-1
